Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /workspace/bee-inkspired/templates with glob **/*.
Watching dir /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/templates with glob **/*.
Watching dir /workspace/bee-inkspired/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/locale with glob **/*.mo.
Watching dir /workspace/bee-inkspired/home/locale with glob **/*.mo.
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/environment.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/packages.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/exceptions.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/utils.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/optimizer.py first seen with mtime 1702056526.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/storage/fallback.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/structures.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/dom/domreg.py first seen with mtime 1702056485.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/dom/minicompat.py first seen with mtime 1702056485.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/models.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/constant.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/management/sql.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/version.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/utils.py first seen with mtime 1702056526.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/app_settings.py first seen with mtime 1702056957.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/idna/core.py first seen with mtime 1702056522.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/tests.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/cookies.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/md.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/lexer.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/defaults.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/dom/NodeFilter.py first seen with mtime 1702056485.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/test/testcases.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/exceptions.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/idna/__init__.py first seen with mtime 1702056522.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/async_utils.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/__version__.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/hooks.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/sessions.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/bccache.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/md__mypyc.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/markupsafe/_speedups.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056522.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/models.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/test/client.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/template/context_processors.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/test/signals.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/nodes.py first seen with mtime 1702056526.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/adapters.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/test/__init__.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/legacy.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/dom/__init__.py first seen with mtime 1702056485.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/storage.py first seen with mtime 1702056957.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/api.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/filters.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/runtime.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/certs.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/markupsafe/__init__.py first seen with mtime 1702056522.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_multibytecodec.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056473.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/dom/xmlbuilder.py first seen with mtime 1702056485.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/auth.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/_internal_utils.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/storage/cookie.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/idna/intranges.py first seen with mtime 1702056522.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/cd.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/test/html.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/compat.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/_identifier.py first seen with mtime 1702056526.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/api.py first seen with mtime 1702056957.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/__init__.py first seen with mtime 1702056524.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/helpers.py first seen with mtime 1702056957.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/idna/idnadata.py first seen with mtime 1702056522.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/api.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/compiler.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/loaders.py first seen with mtime 1702056526.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/utils.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/visitor.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/dom/minidom.py first seen with mtime 1702056485.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/charset_normalizer/__init__.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/idtracking.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/parser.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/utils.py first seen with mtime 1702056524.0
File /workspace/bee-inkspired/beeinkspired/settings.py previous mtime: 1702926531.7463694, current mtime: 1702926624.2902858
/workspace/bee-inkspired/beeinkspired/settings.py notified as changed. Signal results: [(<function template_changed at 0x7fefddd0a0d0>, None), (<function translation_file_changed at 0x7fefdcb46280>, None)].
/workspace/bee-inkspired/beeinkspired/settings.py changed, reloading.
